"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.000997781753540039,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",100,0.0,A
"mergesort",1000,0.0025022029876708984,A
"mergesort",1000,0.0025064945220947266,A
"mergesort",1000,0.0025873184204101562,A
"mergesort",1000,0.0019974708557128906,A
"mergesort",1000,0.002994537353515625,A
"mergesort",1000,0.005988359451293945,A
"mergesort",1000,0.0030183792114257812,A
"mergesort",1000,0.0019948482513427734,A
"mergesort",1000,0.0019927024841308594,A
"mergesort",1000,0.0035223960876464844,A
"mergesort",1000,0.006491661071777344,A
"mergesort",1000,0.001995086669921875,A
"mergesort",1000,0.0030286312103271484,A
"mergesort",10000,0.038545846939086914,A
"mergesort",10000,0.03922224044799805,A
"mergesort",10000,0.03646659851074219,A
"mergesort",10000,0.03756141662597656,A
"mergesort",10000,0.057027578353881836,A
"mergesort",10000,0.04904651641845703,A
"mergesort",10000,0.04240560531616211,A
"mergesort",10000,0.07187914848327637,A
"mergesort",10000,0.04701805114746094,A
"mergesort",10000,0.045609474182128906,A
"mergesort",10000,0.03935837745666504,A
"mergesort",10000,0.05027365684509277,A
"mergesort",10000,0.038057565689086914,A
"mergesort",100000,0.5550370216369629,A
"mergesort",100000,0.596405029296875,A
"mergesort",100000,0.5285024642944336,A
"mergesort",100000,0.5168969631195068,A
"mergesort",100000,0.5391495227813721,A
"mergesort",100000,0.6372361183166504,A
"mergesort",100000,0.5744469165802002,A
"mergesort",100000,0.6217355728149414,A
"mergesort",100000,0.6219131946563721,A
"mergesort",100000,0.5774002075195312,A
"mergesort",100000,0.5835473537445068,A
"mergesort",100000,0.48969173431396484,A
"mergesort",100000,0.5113017559051514,A
"mergesort",100,0.0010297298431396484,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.000997304916381836,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",100,0.0,D
"mergesort",1000,0.0009965896606445312,D
"mergesort",1000,0.0019915103912353516,D
"mergesort",1000,0.0025675296783447266,D
"mergesort",1000,0.0019948482513427734,D
"mergesort",1000,0.0019648075103759766,D
"mergesort",1000,0.0025556087493896484,D
"mergesort",1000,0.0019965171813964844,D
"mergesort",1000,0.0010004043579101562,D
"mergesort",1000,0.0009982585906982422,D
"mergesort",1000,0.002612590789794922,D
"mergesort",1000,0.0009975433349609375,D
"mergesort",1000,0.0025482177734375,D
"mergesort",1000,0.000997781753540039,D
"mergesort",10000,0.02218174934387207,D
"mergesort",10000,0.02315545082092285,D
"mergesort",10000,0.029224872589111328,D
"mergesort",10000,0.02812337875366211,D
"mergesort",10000,0.024700641632080078,D
"mergesort",10000,0.025554180145263672,D
"mergesort",10000,0.023171663284301758,D
"mergesort",10000,0.025475740432739258,D
"mergesort",10000,0.02448415756225586,D
"mergesort",10000,0.02167534828186035,D
"mergesort",10000,0.02446746826171875,D
"mergesort",10000,0.024074554443359375,D
"mergesort",10000,0.031401634216308594,D
"mergesort",100000,0.31136322021484375,D
"mergesort",100000,0.2814357280731201,D
"mergesort",100000,0.29115819931030273,D
"mergesort",100000,0.3063671588897705,D
"mergesort",100000,0.2648947238922119,D
"mergesort",100000,0.2706003189086914,D
"mergesort",100000,0.2872154712677002,D
"mergesort",100000,0.30036377906799316,D
"mergesort",100000,0.2931208610534668,D
"mergesort",100000,0.28577375411987305,D
"mergesort",100000,0.29074931144714355,D
"mergesort",100000,0.3071928024291992,D
"mergesort",100000,0.29568052291870117,D
"mergesort",100,0.0,O
"mergesort",100,0.0009980201721191406,O
"mergesort",100,0.001026153564453125,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0009970664978027344,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",100,0.0,O
"mergesort",1000,0.0024480819702148438,O
"mergesort",1000,0.001993894577026367,O
"mergesort",1000,0.0015037059783935547,O
"mergesort",1000,0.001993894577026367,O
"mergesort",1000,0.001506805419921875,O
"mergesort",1000,0.0017652511596679688,O
"mergesort",1000,0.0019943714141845703,O
"mergesort",1000,0.0009968280792236328,O
"mergesort",1000,0.0020303726196289062,O
"mergesort",1000,0.001993894577026367,O
"mergesort",1000,0.0019981861114501953,O
"mergesort",1000,0.0019919872283935547,O
"mergesort",1000,0.001992464065551758,O
"mergesort",10000,0.023102760314941406,O
"mergesort",10000,0.02654433250427246,O
"mergesort",10000,0.023000001907348633,O
"mergesort",10000,0.02261066436767578,O
"mergesort",10000,0.023511886596679688,O
"mergesort",10000,0.028839826583862305,O
"mergesort",10000,0.02214360237121582,O
"mergesort",10000,0.023015975952148438,O
"mergesort",10000,0.025514841079711914,O
"mergesort",10000,0.02160501480102539,O
"mergesort",10000,0.02184605598449707,O
"mergesort",10000,0.024033784866333008,O
"mergesort",10000,0.023139476776123047,O
"mergesort",100000,0.31937432289123535,O
"mergesort",100000,0.2719259262084961,O
"mergesort",100000,0.26096129417419434,O
"mergesort",100000,0.28540825843811035,O
"mergesort",100000,0.3355679512023926,O
"mergesort",100000,0.2878851890563965,O
"mergesort",100000,0.2906055450439453,O
