Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.4846153846153844e-05
avl;100-ascendente;1.7538461538461543e-05
red_black;1000-ascendente;0.00016430769230769233
avl;1000-ascendente;0.00020138461538461537
red_black;10000-ascendente;0.0026263076923076925
avl;10000-ascendente;0.0032076153846153847
red_black;100000-ascendente;0.027758000000000005
avl;100000-ascendente;0.03052830769230769
red_black;1000000-ascendente;0.3739229230769231
avl;1000000-ascendente;0.3798473076923077
red_black;50000-ascendente;0.012632615384615383
avl;50000-ascendente;0.01409
red_black;500000-ascendente;0.16854515384615384
avl;500000-ascendente;0.17786530769230768
red_black;5000000-ascendente;2.172441692307692
avl;5000000-ascendente;2.1837471538461535
Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.5230769230769234e-05
avl;100-ascendente;1.653846153846154e-05
red_black;1000-ascendente;0.00016492307692307694
avl;1000-ascendente;0.0001970769230769231
red_black;10000-ascendente;0.0022004615384615387
avl;10000-ascendente;0.002328846153846154
red_black;100000-ascendente;0.027710000000000005
avl;100000-ascendente;0.03053707692307692
red_black;1000000-ascendente;0.3666486153846154
avl;1000000-ascendente;0.3822046923076922
red_black;50000-ascendente;0.012656230769230769
avl;50000-ascendente;0.014257230769230769
red_black;500000-ascendente;0.17033846153846158
avl;500000-ascendente;0.1788356153846154
red_black;5000000-ascendente;2.1461185384615384
avl;5000000-ascendente;2.1896170769230774
Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.561538461538462e-05
avl;100-ascendente;1.6846153846153852e-05
red_black;1000-ascendente;0.0001665384615384615
avl;1000-ascendente;0.00019353846153846157
red_black;10000-ascendente;0.002218076923076923
avl;10000-ascendente;0.002382538461538462
red_black;100000-ascendente;0.02770746153846154
avl;100000-ascendente;0.030326000000000006
red_black;1000000-ascendente;0.3659089230769231
avl;1000000-ascendente;0.3783453846153846
Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.3846153846153847e-05
avl;100-ascendente;1.830769230769231e-05
red_black;1000-ascendente;0.00016376923076923076
avl;1000-ascendente;0.00019292307692307694
red_black;10000-ascendente;0.0023227692307692307
avl;10000-ascendente;0.0023475384615384612
red_black;100000-ascendente;0.02788661538461538
avl;100000-ascendente;0.030527692307692308
red_black;1000000-ascendente;0.36550230769230774
avl;1000000-ascendente;0.3797226153846154
Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.4615384615384612e-05
avl;100-ascendente;1.630769230769231e-05
red_black;1000-ascendente;0.0001663846153846154
avl;1000-ascendente;0.0001906153846153846
red_black;10000-ascendente;0.002184923076923077
avl;10000-ascendente;0.004002461538461538
red_black;100000-ascendente;0.02786723076923077
avl;100000-ascendente;0.03037423076923077
red_black;1000000-ascendente;0.36473015384615387
avl;1000000-ascendente;0.37663823076923075
red_black;50000-ascendente;0.012934461538461535
avl;50000-ascendente;0.014262307692307692
red_black;500000-ascendente;0.16871123076923075
avl;500000-ascendente;0.17899223076923076
red_black;5000000-ascendente;2.153544153846154
avl;5000000-ascendente;2.1951491538461534
Algoritmo;Entrada;Tempo
red_black;100-ascendente;1.4615384615384619e-05
avl;100-ascendente;1.653846153846154e-05
red_black;1000-ascendente;0.00016576923076923078
avl;1000-ascendente;0.00019115384615384616
red_black;10000-ascendente;0.002736230769230769
avl;10000-ascendente;0.0025942307692307692
red_black;100000-ascendente;0.027810615384615385
avl;100000-ascendente;0.030422615384615385
red_black;1000000-ascendente;0.36785807692307687
avl;1000000-ascendente;0.3788118461538462
red_black;50000-ascendente;0.012547
avl;50000-ascendente;0.014138923076923075
red_black;500000-ascendente;0.16925930769230774
avl;500000-ascendente;0.1783473846153846
red_black;5000000-ascendente;2.1329054615384617
avl;5000000-ascendente;2.237673538461538
